DIRECTORIO;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;FEX_C;P1079;P9010;P9025;P9025S1;P9025S2;P5230;P9090;P784;P784S1;P784S1A1;P784S1A2;P784S2;P784S2A1;P784S2A2;P784S5;P784S5A1;P784S5A2;P784S4;P784S4A1;P1072;P1072S1;P1072S2;P1077;P1077S1;P1077S2;P1077S3;P1077S4;P1077S5;P1077S6;P1077S27;P1077S7;P1077S8;P1077S9;P1077S10;P1077S11;P1077S12;P1077S13;P1077S14;P1077S15;P1077S15A1;P1077S16;P1077S16A1;P1077S17;P1077S18;P1077S19;P1077S20;P1077S21;P1077S21A1;P1077S22;P1077S22A1;P1077S23;P1077S23A1;P1076;P1075;P1075S1;P1075S2;P3199;P1074;P795;P795S1;P795S1A1;P795S1A2;P795S2;P795S3;P795S4;P3201;P1913;P1913S1;P1913S2;P1913S3;P1913S10;P1913S9;P1913S5;P1913S6;P1913S7;P1913S11;P1913S12;P1913S8;P1913S13;P3202;P3202S1;P3202S2;P3202S3;P3202S4;P3202S5;P3202S6;P3202S7;P3202S8;P3202S9;P3202S10;P3202S11;P3202S12;P3203;P3203S1;P3203S2;P3203S3;P3203S4;P3203S5;P3203S6;P3203S7;P3203S8;P3203S9;P3203S10;P3203S11;P3203S12;P3203S13;P3203S14;P3353;P3354;P3355;P3356;P3357;P3358
7751776;1;1;1;16.358.291.448;1;1;;2;2;2;2;;2;;;2;;;2;;;2;;;2;0;;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;;2;;2;2;2;2;2;;2;;2;;3;1;2;1;;;;1;1;2;;;;;;10;20;30;5;30;20;5;5;20;5;20;;;1;;;;;;;;;1;;;;;;1;1;;;;;;;;1;;;2;2;4;4;1;1
7751777;1;1;1;16.369.115.344;1;2;;2;2;2;2;;2;;;2;;;2;;;2;;;7;455;;1;1;1;2;2;1;2;2;1;2;2;2;2;2;2;2;;2;;2;1;1;2;2;;2;;2;;1;2;;;;1;;;;;1;;;1;;5;0;15;5;5;15;5;0;0;10;0;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;5;2;3;3;3;3
7751778;1;1;1;14.049.636.274;1;2;;2;2;2;2;;2;;;2;;;2;;;2;;;6;450;;2;1;1;2;2;1;2;2;1;2;2;2;2;2;2;2;;2;;2;2;1;2;2;;2;;2;;3;2;;;;4;;;;;1;;;1;;5;20;15;5;5;10;5;5;10;10;0;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;4;2;4;4;3;3
7751779;1;1;1;15.543.225.493;1;2;;2;2;2;2;;2;;;1;2;3000000;2;;;2;;;5;450;;1;1;1;2;2;1;2;2;1;2;1;2;2;2;2;2;;2;;2;1;1;2;2;;2;;2;;2;2;;;;2;;;;;1;;;1;;5;0;45;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;3;1;1;3;3
7751780;1;1;1;20.020.531.581;1;1;;2;2;2;2;;2;;;2;;;2;;;2;;;7;125;;1;1;1;1;1;1;1;2;1;1;1;2;2;1;1;2;;1;1;1;2;1;1;1;1;1;2;2;;;1;1;1;1;;;;;;1;;;1;;5;0;45;5;5;30;5;0;0;0;15;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;4;3;3;3;3
7751781;1;1;1;19.865.231.091;1;2;;2;2;2;2;;2;;;2;;;2;;;1;1;;6;455;;1;1;1;2;1;1;1;1;1;2;1;2;2;2;2;2;;2;;1;2;1;2;1;1;1;1;2;;;1;1;1;1;;;;;;1;;;1;;5;25;0;5;10;10;10;10;20;15;0;;;1;;;;;;;1;;1;;;;;;;;1;;;;;;1;;;;3;3;3;3;3;3
7751782;1;1;1;16.245.038.709;1;1;;2;2;2;2;;2;;;2;;;2;;;2;;;7;125;;1;1;1;2;2;1;1;2;1;1;1;2;2;1;2;2;;2;;1;2;1;2;1;1;1;1;2;;;1;1;1;1;;;;;;1;;;1;;5;10;35;5;5;15;5;5;5;5;15;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;3;3;3;3;3
7751783;1;1;1;19.619.308.075;1;1;;2;2;2;3;;2;;;2;;;2;;;2;;;7;0;;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;2;2;;1;2;1;1;1;1;1;2;2;;;1;1;1;1;;;;;;1;;;1;;30;15;5;5;10;15;30;5;0;5;5;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;3;3;3;3;3
7751784;1;1;1;20.020.531.581;2;2;;2;2;2;2;;2;;;2;;;2;;;2;;;5;450;;1;1;1;2;1;2;2;2;1;2;1;2;2;2;2;2;;2;;2;2;1;2;2;;1;1;2;;;2;;;;8;;;;;1;;;1;;5;0;0;5;30;20;0;0;0;0;15;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;4;2;5;2;3;3
7751786;1;1;1;15.594.496.789;1;1;;2;2;2;1;;2;;;2;;;2;;;2;;;5;250;;1;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;;2;;2;2;1;2;2;;1;1;1;1;;1;1;2;1;;;;;;1;;;1;;5;5;20;5;20;20;5;30;20;5;5;;;;;;1;;;;;;;;;;;;;;;;;;;;;1;;;2;2;4;3;3;3
7751787;1;1;1;22.238.547.784;1;2;;1;1;1;2;;2;;;2;;;2;;;2;;;5;0;;1;1;1;1;2;1;1;2;1;1;1;2;2;2;2;2;;2;;1;2;1;2;1;1;2;;1;1;;1;1;1;1;;;;;;1;;;1;;10;0;30;5;15;35;5;3;0;5;20;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;3;3;3;3;3
7751788;1;1;1;14.461.012.107;1;2;;2;2;2;2;;2;;;2;;;2;;;2;;;0;0;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;2;;2;2;2;2;2;;1;1;1;1;;1;2;1;;;;;;;;;;;;0;0;0;8;0;0;2;2;0;0;20;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;1;3;3;2;2
7751789;1;1;1;16.194.708.533;1;1;;2;2;2;2;;2;;;2;;;2;;;2;;;0;0;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;2;;1;2;2;2;1;1;2;;2;;;1;2;1;;;;;;;;;;;;15;10;0;5;0;0;3;5;0;0;0;;;;;;;;;1;;;;;;;;;;;;;;;1;;;;;;3;3;4;3;2;2
7751790;1;1;1;14.955.074.478;1;1;;2;2;2;3;;2;;;2;;;2;;;2;;;1;250;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;2;;2;2;2;2;2;;1;1;2;;;1;2;1;;;;;;;;;;;;15;0;15;2;20;30;3;4;0;40;20;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;2;1;4;2;2;2
7751791;1;1;1;13.513.858.817;1;2;;2;2;2;2;;2;;;2;;;2;;;2;;;3;455;;1;1;1;1;1;1;1;2;1;2;1;2;2;2;2;2;;2;;1;2;1;2;1;1;1;1;2;;;1;1;1;1;;;;;;1;;;1;;5;0;0;5;10;10;5;0;20;20;0;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;3;2;2;2;2
7751792;1;1;1;16.194.708.533;1;1;;2;2;2;2;;2;;;2;;;2;;;2;;;0;250;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;2;;1;2;2;2;2;;2;;2;;4;1;2;1;;;;;;;;;;;;10;0;0;5;0;0;5;5;0;0;15;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;3;3;3;1;2
7751793;1;1;1;12.555.487.159;1;1;;2;2;2;2;;2;;;2;;;2;;;2;;;7;120;;1;1;1;1;1;1;1;2;1;1;1;2;2;2;2;2;;2;;1;2;1;2;1;1;1;2;2;;;1;1;1;1;;;;;;1;;;1;;2;0;20;5;3;15;5;0;0;0;25;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;3;3;3;3;3
7751794;1;1;1;13.490.352.006;1;1;;2;2;1;1;;2;;;2;;;2;;;2;;;14;125;;1;1;1;1;1;1;1;2;1;1;1;2;2;1;1;2;;2;;1;2;1;2;1;1;1;2;2;;;1;1;1;1;;;;;;1;;;1;;5;10;5;5;15;35;5;0;15;5;15;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;2;2;2;2;3;3
7751795;1;1;1;11.665.353.471;2;2;;1;2;2;2;;2;;;2;;;2;;;2;;;12;0;;1;1;2;2;2;1;2;2;1;2;2;2;2;2;1;2;;2;;2;1;1;2;1;1;2;;2;;;1;1;1;1;;;;;;1;;;2;;2;25;20;15;15;28;5;20;0;1;0;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;4;3;3;3;3;3
7751796;1;1;1;15.354.447.311;1;2;;2;2;2;2;;2;;;2;;;1;1;1280000;2;;;6;450;;2;1;1;2;2;1;2;2;1;2;2;2;2;2;2;2;;1;1;1;1;1;2;2;;2;;2;;3;1;2;1;;;;;;;1;;;1;;5;15;60;5;0;15;10;0;0;30;0;;;;;1;;;;;;;1;;;;;;;;1;;;;;1;1;;;;4;4;4;4;3;3
7751797;1;1;1;10.492.737.356;1;2;;2;2;2;2;;2;;;1;1;1560000;1;1;1560000;2;;;4;0;;2;1;1;2;2;1;2;2;1;2;2;2;2;2;2;2;;2;;2;1;1;2;2;;2;;2;;2;2;;;;5;;;;;1;;;2;;5;0;40;5;10;15;10;0;0;0;0;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;4;4;4;4;3;3
7751798;1;1;1;23.746.594.504;1;1;;2;2;2;2;;2;;;2;;;2;;;2;;;4;250;;1;1;1;2;2;1;1;2;1;2;1;2;2;2;2;1;1;2;;2;2;1;2;2;;1;1;2;;;1;1;2;1;;;;;;1;;;1;;5;99;20;15;30;20;15;5;99;99;15;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;3;3;3;2;2
7751799;1;1;1;25.288.098.861;1;1;;2;2;2;3;;2;;;2;;;2;;;2;;;4;250;;1;1;1;2;1;1;1;2;1;1;2;2;2;2;2;1;1;2;;1;2;1;1;1;1;1;2;1;1;;1;1;1;1;;;;;;1;;;1;;1;2;7;3;10;5;2;2;10;2;5;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;2;4;2;2;2
7751800;1;1;1;12.050.843.423;1;2;;1;2;2;2;;2;;;2;;;2;;;2;;;4;0;;1;1;1;2;2;1;1;2;1;2;2;2;2;2;2;2;;2;;2;1;1;2;1;1;2;;1;1;;1;1;1;1;;;;;;1;;;1;;15;15;0;2;15;12;10;0;0;0;0;;;1;;;;;;;;;;;;;;;1;;;;;;;;;;;;4;4;4;2;3;3
7751801;1;1;1;14.387.877.951;1;2;;2;2;1;1;;2;;;2;;;2;;;2;;;7;250;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;2;;2;2;2;2;2;;2;;2;;2;2;;;;6;;;;;;;;;;3;0;10;3;15;0;5;7;0;0;15;;;;;;1;;;;;;;;;;;;;;;;;;;;;1;;;3;3;3;3;3;3
7751802;1;1;1;18.018.478.423;1;1;;2;2;2;2;;2;;;2;;;2;;;2;;;4;0;;1;1;1;1;2;1;1;2;1;2;2;2;2;1;2;1;1;2;;1;2;1;1;2;;1;2;2;;;1;1;1;1;;;;;;1;;;1;;5;5;5;3;6;5;5;5;10;10;10;;;;;;1;;;;;;;;;;;;;1;;;;;;1;;;;;3;2;2;2;2;2
7751803;1;1;1;15.635.085.164;1;1;;2;2;2;3;;2;;;2;;;2;;;2;;;0;250;;1;1;1;1;1;1;1;2;1;2;2;2;2;2;1;1;2;2;;2;1;1;1;2;;1;3;1;2;;1;1;2;1;;;;;;1;;;1;;10;99;10;2;20;10;3;1;10;20;6;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;2;2;5;2;1;1
7751804;1;1;1;13.886.006.332;1;2;;2;2;2;2;;2;;;2;;;2;;;2;;;6;455;;1;1;1;2;1;1;1;2;1;2;1;2;2;2;2;2;;2;;2;2;1;2;1;1;2;;2;;;1;1;1;1;;;;;;1;;;1;;3;5;45;3;5;15;5;10;0;15;5;;;1;;;;;1;;;;;;;;;;;;1;;;;;;;;;;2;2;2;2;3;3
7751805;1;1;1;15.196.343.606;1;1;;2;2;2;3;;2;;;2;;;2;;;2;;;0;0;;1;1;1;2;1;1;1;2;1;2;2;2;2;2;2;2;;2;;2;2;1;2;1;1;1;1;2;;;1;1;2;1;;;;;;1;;;1;;5;30;15;5;15;15;10;5;30;25;20;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;2;4;3;1;2
7751806;1;1;1;1.907.443.863;1;2;;1;2;1;2;;2;;;2;;;2;;;2;;;3;0;;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;;2;;1;2;1;2;2;;2;;2;;3;1;1;1;1;;;;;;1;;;1;;5;5;0;3;0;0;3;10;0;0;5;;;;1;;;;;;;;;;;;;1;;1;;;;;;1;;1;;;3;3;3;3;2;3
7751807;1;1;1;1.700.106.102;2;2;;1;2;2;2;;2;;;2;;;2;;;2;;;10;0;;1;1;1;2;2;1;2;2;1;2;2;2;2;2;2;2;;2;;2;2;1;2;2;;1;1;2;;;1;1;1;1;;;;;;1;;;1;;10;5;30;2;5;0;5;2;0;0;15;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;2;4;5;3;3
7751808;1;1;1;16.632.348.504;1;2;;2;2;2;1;;2;;;2;;;1;1;1200000;2;;;1;250;;1;1;1;2;2;1;1;1;2;2;2;2;2;2;2;2;;2;;2;2;1;2;1;1;2;;2;;;1;1;2;1;;;;;;1;;;1;;3;5;5;5;20;10;5;3;10;3;20;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;4;4;4;2;2
7751809;1;1;1;19.983.163.821;1;1;;2;2;2;3;;2;;;2;;;2;;;2;;;0;250;;1;1;1;1;2;1;2;2;1;2;2;2;2;2;2;1;1;2;;2;2;1;2;2;;1;1;2;;;1;1;2;1;;;;;;1;;;1;;10;99;15;20;20;15;10;10;25;15;15;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;3;3;3;2;2
7751810;1;1;1;19.910.025.987;1;1;;2;2;2;3;;2;;;2;;;2;;;2;;;3;250;;2;2;2;2;2;1;1;2;1;2;2;2;2;2;2;2;;2;;2;2;1;2;2;;1;3;2;;;1;1;2;1;;;;;;1;;;1;;2;5;5;2;10;5;2;2;10;2;2;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;1;1;5;2;1;1
7751811;1;1;1;17.937.218.249;1;1;;2;2;1;2;;2;;;2;;;1;1;1800000;2;;;3;0;;1;1;1;1;2;2;1;2;1;2;2;2;2;2;2;1;1;2;;2;2;1;2;2;;1;1;2;;;1;1;2;1;;;;;;1;;;1;;1;2;30;1;10;2;2;1;10;5;15;;;;;;;;;;;1;1;;;;;;;1;;;;;;;;;;;4;2;3;2;1;3
7751812;1;1;1;1.704.658.841;1;2;;2;2;1;2;;2;;;2;;;2;;;2;;;1;0;;1;1;1;1;1;1;1;2;1;2;1;2;2;1;2;1;1;2;;1;1;1;1;2;;1;1;2;;;1;1;1;1;;;;;;1;;;1;;5;0;30;5;15;15;5;10;0;15;10;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;4;5;5;5;3;3
7751814;1;1;1;15.239.354.179;1;2;;2;2;1;1;;2;;;2;;;2;;;1;1;;7;0;;1;1;1;2;1;1;1;1;2;1;2;2;2;2;2;2;;2;;1;2;2;2;2;;2;;2;;3;2;;;;1;;1;1;2;;;;;;3;5;60;3;0;15;3;3;0;3;15;;;;;;;;;1;;;;;;;;;;1;1;;;;;;;1;;;3;2;4;4;3;3
7751815;1;1;1;19.865.231.091;2;1;;2;2;1;2;;2;;;2;;;2;;;2;;;3;250;;1;1;1;2;2;2;1;2;1;1;1;2;2;2;1;1;1;1;2;1;2;2;2;1;1;1;1;2;;;1;1;1;1;;;1;2;1;;;;;;3;0;20;15;15;0;20;1;0;1;20;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;4;2;4;5;3;3
7751816;1;1;1;14.269.792.865;1;1;;2;2;1;1;;2;;;2;;;2;;;2;;;1;0;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;2;;2;2;2;2;2;;2;;2;;3;2;;;;8;;;;;;;;;;20;30;120;20;0;30;25;0;0;0;0;;;1;;;;;;;;;1;;;;;;;1;1;;;;;1;;;;;4;2;4;2;3;3
7751817;1;1;1;15.676.495.046;1;1;;2;2;2;3;;2;;;2;;;2;;;2;;;0;0;;1;1;1;1;1;1;1;2;1;1;1;2;2;2;1;1;2;2;;1;2;1;1;1;1;1;3;1;2;;1;1;1;1;;;;;;1;;;1;;15;10;0;15;0;0;20;5;0;5;15;;;1;;;;;1;;1;1;;1;;;;1;;1;1;;;1;;;;;;1;2;2;2;3;1;1
7751818;1;1;1;18.013.223.705;1;1;;2;2;2;3;;2;;;2;;;2;;;2;;;0;250;;1;1;1;1;2;1;1;2;1;2;2;2;2;1;2;1;1;2;;1;1;1;1;1;1;1;3;1;1;;1;1;1;1;;;;;;1;;;1;;10;5;15;5;0;10;5;1;0;1;10;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;2;5;5;2;2
7751819;1;1;1;15.341.929.569;1;1;;2;2;2;2;;2;;;2;;;2;;;2;;;0;250;;1;1;1;1;1;1;1;2;1;1;1;2;2;2;2;2;;2;;2;2;1;2;2;;1;1;2;;;2;;;;2;;;;;1;;;1;;5;5;30;5;0;0;5;5;0;5;5;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;4;3;4;4;3;3
7751820;1;1;1;14.461.012.107;1;1;;2;2;2;2;;2;;;2;;;2;;;2;;;0;100;;2;1;1;1;1;1;1;2;1;2;2;2;2;2;2;1;1;2;;2;2;1;2;2;;1;1;1;1;;1;1;1;1;;;;;;1;;;1;;5;10;15;10;0;10;5;1;0;1;5;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;2;4;4;2;2
7751821;1;1;1;14.324.981.252;1;2;;2;2;1;2;;2;;;2;;;2;;;2;;;2;0;;1;1;1;2;2;1;1;2;1;2;2;2;2;2;2;2;;2;;2;2;2;2;2;;1;1;2;;;1;1;2;2;;;1;1;2;;;;;;5;10;10;5;0;5;5;20;10;5;10;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;4;2;4;4;3;3
